user_id,transaction_id,amount,timestamp
USER065595,9a4890e1-9353-41b7-b13f-8118bfbcd6f9,665.36,2024-08-31T23:46:49
USER143914,4cb64728-5387-47bd-b17a-3884c51e5f51,48.05,2023-08-19T18:58:31
USER279832,1ca0652d-1d10-4cc2-b28e-61958983f1fa,907.91,2023-09-13T02:21:48
USER031244,eec5a874-b606-4cb7-87e8-fbf9a2dc3eb9,46.78,2024-08-16T20:36:32
USER304201,af07c973-64ba-4b98-9eee-9c6cb643f574,579.92,2023-05-04T04:14:21
USER982419,95d7ddaa-d0b7-400d-afd3-1d44274aaa59,445.53,2024-07-16T04:56:26
USER931870,a76c8789-f89b-4307-8c23-95dc1c853743,620.67,2023-11-22T05:37:18
USER586171,5fd4c9e1-0acd-4bb8-aa1e-7c716e3d9d99,694.47,2023-08-24T13:55:12
USER238401,4b312722-7a58-4ad5-a572-82f45d8a359a,390.34,2023-05-31T12:42:58
USER647362,4fb598a8-a0a4-4915-88cd-0250d1b5786e,664.01,2024-01-29T07:20:26
USER601523,6fecb791-616f-4f9a-ae37-fb2bbf8d20ba,162.55,2024-07-05T16:41:58
USER060271,b6c21d5b-de61-4523-b645-c07c9309aa91,719.99,2024-09-04T16:23:29
USER238904,a76904e3-c8e0-429c-a5f0-4f892504c116,762.81,2024-12-21T21:09:11
USER908753,fc6750af-6c11-4e67-8663-4302ff277c03,987.52,2024-03-11T01:15:20
USER527867,778368f4-3e21-45d1-98d8-c0fd8a0e6c1c,377.74,2024-09-05T15:00:02
USER889306,41aedb1f-6d6d-4bca-848c-11f8e7d5a525,607.72,2024-11-28T00:31:49
USER375498,bbde4b95-6487-4f40-a29f-27fc429f28fd,194.0,2023-02-09T17:09:43
USER918427,28a4bc96-f03f-4319-8fc6-34e6e9993f4a,126.8,2023-05-14T04:16:58
USER297987,144fdb6c-4787-4a2e-bc17-8541931c41c4,33.29,2024-05-01T01:32:36
USER768546,5509e906-1a0b-43a6-9c91-9c8ccad8b04e,412.66,2023-01-26T05:29:44
USER592306,ff5ffd0d-613b-4fda-ae28-393551d055b4,811.94,2023-01-29T06:09:51
USER409074,3edcb874-727e-4450-8e52-4ec8738e74a0,475.31,2024-04-03T17:14:18
USER061978,b7c8d0d3-e97b-4831-90fe-5bd7d08f74d2,394.21,2023-11-30T23:33:09
USER049470,8d7e19c4-dcb5-4135-bebd-eced33c0333e,176.68,2023-10-22T20:40:56
USER561165,bfdb65cf-807f-4283-bcb1-296189eefc36,688.56,2023-07-13T15:06:39
USER272651,c7352fdb-82dd-4f5a-ba20-4ef62799067a,470.72,2023-05-22T08:55:28
USER060200,8653d7fc-aaa6-4c6a-8473-0666181f9906,22.73,2024-05-28T21:10:24
USER060200,edffbd03-4b2b-43c1-a355-d41943853205,435.93,2023-03-22T07:29:39
USER569835,c132e62f-b77f-4a1e-8bc3-f9bb2d702981,977.38,2024-09-12T16:37:29
USER272651,ded01b52-85a3-435d-abe2-36c8896840d0,48.86,2023-06-29T03:14:07
USER760593,e0c0a9ad-2ad3-475a-9d24-3817df92df89,691.46,2023-09-22T00:35:28
USER375498,21e9cf35-82fa-4445-b4cc-d10d21771b36,74.71,2024-12-22T20:05:05
USER735257,,949.6,2023-06-19T13:36:13
USER010145,7d8184eb-83ce-4adc-8f3a-086419f84423,328.95,2024-07-24T08:56:21
USER259675,7b00d59d-dde5-42b7-ac92-43ac28dca97d,629.77,2023-01-16T10:28:32
USER710175,8f87aab9-c5c6-46f2-b405-6d2f070d5648,362.19,2024-04-04T06:14:53
USER010145,83ca97f4-3ee7-4675-9f99-cfe7c54b1443,547.87,2024-08-01T03:06:49
USER768546,c9e64fe8-73ea-46a7-b004-a896b2db9106,38.23,2023-11-12T08:38:50
USER060271,ac6e4030-6c45-4c99-961b-03f0b24aac3c,944.67,2023-12-25T20:10:28
USER238904,5ae93f27-5f4e-43fe-9b71-3bf8b92f875b,860.29,2024-05-27T14:32:44
USER184856,e071d9fc-5ca9-40d0-b02e-297e701d4474,663.73,2024-07-07T03:58:38
USER527867,36c42dce-eb4c-406a-9707-0e61e2a542fb,840.07,2023-12-04T17:33:20
USER065595,0f5d0348-02c9-4950-b83e-718681e5d44f,965.27,2023-04-01T20:36:30
USER381768,717d0ba7-54fc-456c-9829-62a0f1d10106,861.23,2023-12-27T16:54:38
USER531199,c91e58a6-51bb-4a1e-b48b-04d0fedc3a1c,803.11,2023-02-25T15:29:09
USER527867,3207cb34-e521-4efd-b85d-bf4fe6cd95e1,533.95,2024-07-08T08:56:00
USER569835,88822233-8abe-40aa-87f9-9e468143a28b,907.98,2024-02-25T14:55:26
USER993681,bd3269b6-e4f6-45bc-a44d-272e93974b4d,495.16,2024-06-04T15:42:07
USER143914,7d5282e9-39b2-491c-949e-af4a54de7e48,332.8,2023-09-06T07:57:13
USER099068,d28c2937-e546-425c-8640-1421fa893cfa,245.6,2024-05-18T07:53:09
USER901797,80a5d5ba-db71-410f-8922-37bf880b579d,304.81,2024-10-25T16:51:55
USER714074,56486774-017d-4163-ba67-bd5bda8b4bd6,848.76,2023-05-16T16:34:23
USER179227,eb9e5fd2-76d6-495d-9524-62ad272a7f8e,556.32,2024-09-27T12:46:37
USER010145,4eded234-e94c-47f7-a0da-3d41d2176b2a,644.78,2024-12-02T05:55:35
USER571509,dbeaac75-d108-4dfb-af91-c4f1273b811b,702.24,2024-11-25T00:54:28
USER660142,c9c9717f-079c-4902-a746-b536b8dba760,,2023-07-12T23:08:57
USER485263,39addd64-d0f5-4f36-87ff-645dc17a7723,378.77,2024-02-26T08:02:14
USER238401,9caaeaa1-f505-4e5b-8715-a11d780cbea4,883.19,2023-09-08T19:08:57
USER492436,ee968b20-1835-4778-be7f-5fde5fe7d7f6,67.8,2023-08-17T22:07:31
USER710175,1ce28652-1962-4c53-88d6-ad8e11774c40,423.13,2023-01-15T19:36:08
USER982419,8bbc6770-1772-4d26-ba35-72b273394021,773.62,2024-06-29T22:51:46
USER492436,1c4dbae9-b8f2-489e-a6b2-63ec11eabc3e,594.4,2023-08-28T14:43:23
USER959996,7a88bbe3-73b4-43b7-be30-4948c8c596a9,uBGGWHpg,2024-11-28T03:32:15
USER094404,0174c707-a76e-4feb-9071-a9811198230c,429.04,2024-01-29T01:08:14
USER419955,db2f2680-2c1d-4eb4-9930-c7f064f66fa6,312.56,2024-03-30T07:05:35
USER768546,ebe39470-c6a7-43b8-a4c0-07dc723e66c1,365.73,2024-12-11T10:06:59
USER815885,5a84ba0f-5024-4db7-a57e-3534699bb713,777.69,2024-05-19T23:10:10
USER060200,b0811533-dbc0-4a41-a7c4-1cbe9ac1e1fa,659.98,2024-04-28T21:20:06
USER473540,9ce31a5c-c165-4c4b-98ad-8a7b655622ee,907.79,2023-04-30T14:50:52
USER791612,0be7985a-fd51-444b-89e5-2664f3cfc5a9,313.33,2023-09-30T15:24:58
USER297987,0289b266-2197-4ab9-b85c-321d366236e4,472.21,2023-06-14T15:20:15
USER143914,22031a67-6d73-48d4-a059-81814716e747,292.72,2023-07-18T17:21:43
USER143914,e8675edc-92a3-41af-921e-41dcccf95264,757.92,2023-09-22T09:52:50
USER497088,cbc0ba0d-beba-4a67-8790-3a2410a15383,770.81,2023-07-03T11:51:55
USER869249,5ea71ad6-3799-4ff7-90a7-0d843bbe27dc,4.67,2024-02-10T22:28:26
USER354365,a08f481b-6ba3-421a-a689-f7bf14ef0048,579.06,2023-03-14T12:00:43
USER647362,fb5738b2-c999-45ac-b673-e636057669fe,387.98,2024-09-07T09:45:25
USER735257,932eeae9-13e8-4731-a216-d6955b5c4d58,27.58,2023-12-12T12:22:12
USER918427,d483941e-3843-4809-8282-0e604925e241,909.49,2024-02-19T13:53:26
USER935973,d7c18f50-bd3e-4455-ab0e-1d212be67c76,496.14,2023-09-28T18:07:58
USER704483,ad1dc28e-f9ba-403a-98dc-a123d5ae025d,920.43,2023-02-05T22:42:27
USER251205,94d52c10-6983-48a4-8918-295962f8e954,902.71,2023-07-03T00:42:26
USER472795,37245591-995c-4cbf-8ce0-a47cb9722ad9,472.51,2024-01-19T04:47:43
USER184856,02V9ItFmvUo8k1,311.83,2023-04-29T12:41:50
USER728130,5dbdae8e-d940-415e-ace4-fd18725a62e8,261.61,2023-07-05T23:17:56
USER035033,b0574403-388a-4c58-895e-a094058ec351,352.93,2023-11-24T00:46:45
USER889306,e58c22c9-a96e-4092-a69d-7ebc9f9b8f61,76.15,2023-11-10T09:05:42
USER279832,4ebab96c-d6ac-4d79-8cae-370e48562963,879.42,2024-08-08T03:51:40
USER143914,d0304482-a1f9-47c3-8947-11a4bce173aa,808.92,2023-04-02T16:30:41
USER531199,38d16b6e-ded5-413e-9d53-914087e79428,80.82,2024-10-06T10:54:14
USER569835,591be51b-71ba-4074-9c75-3aa8c4699502,750.16,2024-10-10T14:11:55
USER527867,5e434242-77f3-4876-8d7d-b5430cc5c93f,247.97,2024-07-13T05:10:19
USER264423,73b88796-b163-487d-9d6d-8af357f5dfa1,851.43,2023-10-05T20:50:54
USER530866,19a275a2-f72d-4f04-a82f-8f37da290b31,768.32,2024-09-11T03:26:44
USER714074,d5140743-2e6d-4a67-8a41-b90cf205d015,288.13,2023-04-07T18:23:03
USER849911,b2505dad-721a-4e2d-9e95-10c3a2c11aa3,426.07,2023-02-21T04:19:33
USER579382,7333d126-c1de-4659-a224-2be72adf4bbb,951.98,2023-01-24T22:49:21
USER889306,da961f83-270e-43c8-bbd7-4359aa0c82f9,483.58,2024-07-06T20:12:02
USER435144,6fea1497-0b02-437b-997e-11a0d9725a85,84.09,2023-09-11T03:41:57
USER994059,6d0093fe-89c2-4056-b39f-338b9093eb06,280.49,2023-05-24T15:55:17
USER143914,7d1d18ca-72cd-44c5-aeb0-fcde6aa7c725,293.86,2023-08-20T12:36:32
USER994059,1085fb6f-fc29-4fc1-81e5-f9a00e09b5e2,500.12,2023-01-18T18:25:35
USER492436,c4c15760-678c-4dea-895d-d2777002d5a6,583.4,2023-12-08T19:03:07
USER264423,6058a552-8740-413a-8fa8-82485fbbd87d,888.57,2023-02-11T04:45:34
USER994059,91db6cbd-374d-4768-9f5d-cc4579044b29,101.66,2024-06-11T10:58:58
USER409074,c8169601-7c60-4530-bdd2-0c670f854afc,219.6,2023-04-14T20:03:08
USER889636,7b92274f-f5cb-4202-b8d3-0ed2838ce8ba,260.31,2023-10-30T02:45:50
USER990889,,145.47,2023-09-23T00:01:39
USER867126,30284ee5-99ab-4b9e-9591-7cc86439c80b,945.16,2023-10-18T21:00:52
,8d550f80-6ac9-4046-93a8-7a5a2946e3fb,876.55,2023-06-26T16:21:29
USER535648,4805a98d-4a22-42df-836c-1b79c60751a2,902.42,2024-08-05T02:11:19
USER760593,c1537230-4a2e-4bb5-a4ae-5bbb1bdd201a,494.55,2023-07-10T21:23:58
USER297987,02d0bf25-943a-471c-b2da-8355c720cc3f,613.21,2023-06-09T13:12:29
USER935973,0df5a100-5682-4a5d-bac4-7cd6e0baaca8,726.18,2023-06-02T21:48:57
USER815885,aa191bc8-852f-4cba-b6f8-e55e4937a423,111.46,2024-08-28T20:39:56
USER049470,da227f7c-f7e6-4c83-9567-27c5484c437f,444.33,2024-01-06T03:20:31
USER069012,394c0fcc-05b7-4ed7-bd69-3a924b781add,18.14,2024-03-28T12:28:43
USER238904,a0747a28-3e74-4400-8091-09bcf8efb1dd,233.81,2023-06-14T02:58:56
USER060200,86fcac88-e3e6-4d81-8747-c5c6c7f49d29,26.4,2024-03-08T16:30:21
USER866645,a3ef94fd-923d-4829-95ec-d92780eb723b,914.19,2023-10-09T06:15:46
USER354365,f58b2cb5-2d35-4618-862a-a966759d903f,163.22,2024-08-04T20:09:47
USER990889,4d36194b-d5d2-4c21-bd6d-daa146fe28fb,924.31,2023-05-13T09:27:28
USER049470,55e0d412-45d5-4a27-bbc4-a3bd0d51b787,433.13,2024-11-29T16:06:39
USER710175,c1cd3560-959b-44ed-8c09-08bae4d4918c,953.58,2024-10-31T12:42:18
USER279832,bdc064a3-7fae-4bdf-8e1c-d81363e68f46,86.65,2023-12-24T18:10:57
USER409074,02ee6891-d06a-4d74-a8be-dbfedd25fafc,60.53,2023-02-02T03:14:36
USER518832,ec828371-fa66-4926-b0a2-f06eb01137e4,950.84,2023-01-04T08:41:52
USER060200,8cd8bf97-9933-430b-b572-8c5e79a2760d,796.38,2023-06-05T05:11:49
USER815885,3e21dfc7-8e53-41c8-9969-3829a21e2835,121.25,2024-06-16T12:00:21
USER214451,0b2a9cea-ec5f-4f6b-adbd-8842dea4a1c0,689.11,2024-01-06T18:20:03
USER822581,59074ff1-deef-427c-aa66-e2c6bb2629ad,857.52,WcHfAre02q6t
USER022329,29caea3e-a79f-4096-a062-bfc40815e3be,856.66,2023-03-06T10:21:52
USER179227,,844.45,2023-02-04T02:13:32
USER901797,ad2a76eb-4b13-44a2-a4a9-8412498c606c,58.32,2023-05-05T04:16:00
USER994059,b879ae73-b71b-4775-abe8-d986a97d137b,486.55,2024-07-09T22:37:02
USER527867,9b504787-6dea-4ba0-9228-4dddec88f87a,20.83,2023-12-14T09:37:30
USER982419,045d6cf2-7126-4a1b-82cd-64596fab4db9,oEdjXXtKyAeG0xjO,2024-03-24T21:20:10
USER704483,5d2b5e48-7449-4053-8b40-5954044dde7c,610.55,2024-07-15T17:27:04
USER497088,18b84aca-0875-41aa-a944-d4b1e650ed94,486.1,2024-02-24T19:00:16
USER031244,d7c7a3c0-4d02-49c5-ab5b-f2bdf3f009f3,979.87,2024-09-22T23:44:34
USER728130,4a174b7e-8062-4b6c-a545-582aa3de2a4d,906.37,2024-07-06T01:56:56
USER982419,4cdbc6bd-6263-4cfd-ba1c-b3115cc2d095,622.91,2023-07-14T13:46:49
USER279832,8950a735-de6b-44dc-8397-7cc4f99db90c,12.92,2024-09-02T08:51:10
USER867126,a39f1923-a19a-4e9b-b5c5-74b6852d6149,859.46,2023-09-05T05:13:29
USER451733,de11f508-3867-44db-a66a-084589ec92af,299.65,2024-01-11T10:15:35
USER760593,252bef6d-a899-4b7c-8391-e3094fe3020e,781.8,2023-11-05T15:27:46
USER918427,1fa12110-c911-439b-878c-eede73b88e8a,549.79,2023-06-11T21:54:45
USER297279,34b1afb9-8289-4e45-a118-dcdd7a78ad0b,929.81,2024-01-26T07:17:42
USER592306,e715c526-a0dc-463b-a5f9-78cb9a6a3099,907.9,2024-05-04T01:07:24
USER791612,76b04951-449b-4261-b802-ce257342f9c3,187.35,2024-07-10T22:26:07
USER060271,19844746-629f-4d42-bfa5-9c014792416a,358.98,2024-11-01T09:46:32
USER393140,95aceb84-69e2-49b2-a4ef-ecf35747988e,205.64,2023-10-14T17:24:09
USER035033,c095d979-6c20-45ed-9ae4-6484ae480bce,736.33,2024-04-16T02:13:39
USER901797,4256f23b-b466-4ca9-9b85-84592e30207b,389.82,2023-10-19T14:25:50
USER297279,l3oJ1jq3e3ZgXxZ3,691.75,2024-01-23T02:18:38
USER866645,98a76ffb-55c5-4cc5-ab19-456909ab302f,544.41,2024-09-02T08:53:39
USER238401,d156c6d0-3168-4f4f-b662-e10b1ded484c,255.24,2023-03-18T22:37:24
USER184856,75f0f7ea-77d5-403c-8d31-c71b4ede1d8a,774.63,2023-03-25T22:48:44
USER251205,e7a5284e-5f50-4d2a-8c83-def1a0a93dbb,989.24,2024-09-14T07:32:17
USER535648,946ba752-a318-49cb-a45a-5045ab5cb8ba,84.5,2023-07-11T15:26:53
USER866645,a79f69b4-4875-4a5f-95b0-169a2149421c,391.29,2023-12-13T12:44:06
USER654444,d389c73c-7062-4aab-861b-5459acd1d0ea,477.5,2023-10-30T03:28:30
USER427771,3e00acf6-295e-4327-974c-73beb5fc9fd7,73.53,2024-08-29T08:12:34
USER375498,20782b83-ac59-4b77-a839-241bd42ccdff,325.7,2024-07-20T20:21:00
USER993681,f7989d8a-8077-4eb6-8ec7-fd0db5ddd72f,710.13,2024-04-06T03:47:09
USER592306,97315434-4c71-4aed-babe-2ddf05d2c9e8,382.97,2023-09-03T16:05:59
,cc8e08c6-15b3-48d5-a0bf-ae378248b97c,25.67,2023-09-24T11:07:30
USER535648,155545f8-e3b7-418d-9336-8d9589a72297,251.63,2024-08-14T18:15:07
USER259675,7fb75b31-51bf-4269-9457-982bf592a1f4,595.51,2023-02-12T03:42:05
USER710175,8d783261-561d-41cf-a916-d606c41d128c,768.53,2024-01-19T17:02:23
USER031244,561f04b8-b0ce-437c-9113-95f28a55a41c,321.71,2023-02-22T23:56:15
USER069012,d6223e30-3763-4935-8f26-53ae92b2d6a4,228.11,2024-06-18T02:10:56
USER518832,9d798cbd-cd18-4d02-8a14-ef6e747ae46d,922.31,2024-02-16T22:31:49
USER325723,d0d020ca-2fdd-440d-ab96-b9af8745a8df,834.29,2023-10-27T06:48:06
USER990889,124da456-e455-4ed5-9dfb-5f5b64ccda80,872.82,2023-02-21T02:14:33
USER251205,641fa07f-c369-45c5-8120-ea491ec9c85e,974.07,2024-02-06T18:31:37
USER982419,f88e4a20-6d6f-4288-905b-b7afaefd8a72,691.89,2023-05-08T13:53:46
USER908753,c635bd7d-cfad-42eb-a8cc-29cd761ad71a,249.14,2024-06-21T03:10:23
USER931870,b4a26b43-683b-4193-b396-a304958f7705,222.6,2023-09-18T11:40:54
USER994059,d7debdec-de97-4c41-864d-d78bf6c621df,399.15,2024-06-14T02:07:43
USER571509,607ae40d-37ed-4135-a3fc-b891840c1b0f,494.19,2024-10-19T12:11:33
USER419955,6129ae56-8028-4b53-87d5-3f5c59bc9fe2,272.05,2024-04-16T12:55:48
USER918427,e4418fc5-8be4-42a1-ab40-6a121dac616a,617.29,2024-03-17T00:09:16
USER660142,c64bd440-28eb-42d6-8c69-11f80d9957ae,6.23,2024-04-16T21:53:14
USER304201,b074da61-f4c4-4ee6-8fdf-83e4db4e9853,820.78,2023-01-15T15:28:38
USER866645,fe6b03a2-2655-401a-92c8-2268f1dd362c,206.41,2024-11-03T22:31:06
USER492436,092346f8-251b-435d-85b6-81b127599e08,563.42,2024-08-20T14:28:40
USER238401,2770dd65-0b47-4fd7-9ee5-4c6ebe505b05,107.71,2024-07-09T03:17:38
USER822581,3c08aa97-604a-4e0b-89ab-0f230fbda190,888.71,2024-11-19T11:12:20
USER427771,53751b45-7d0d-4347-8e8f-355b48fca3f2,587.33,2023-07-23T04:30:03
USER297987,f5c31595-1b7f-4e36-8ab7-0dde70dfe257,249.65,2023-12-10T12:45:06
USER714074,c969e8b3-3470-4c70-a977-8fe2fe8fa6af,471.29,2024-07-28T01:26:14
USER993681,f8e8a78e-6f6d-4f60-9dc3-3d4efaab10e0,755.5,2023-03-27T22:00:23
USER078279,7d40f154-f6ca-4173-a16c-77c8086a7bc4,254.71,2024-02-18T22:42:42
USER069012,83dd7d1b-fccd-4cb2-a670-371f6e6e5850,122.7,2023-01-31T19:00:48
USER806770,dba1a9ae-31e2-46ad-8b5c-8ebb944a784f,517.92,2023-10-22T11:09:29
USER994059,144d2e20-5644-4e21-839e-7f1962efd1ca,343.72,2024-01-20T10:50:15
USER224371,35cf51ca-eb96-41c0-899a-9bb7c15fb65e,740.89,2024-07-30T11:40:47
USER061978,9fdb75ac-6180-4dcb-92e3-53adc8800b12,272.39,2023-04-11T08:27:30
USER094404,9158407a-b10a-43dd-997d-d0a02da78884,560.22,2023-01-07T04:15:09
USER714074,e08ce923-87dd-483c-8c3a-9eb0c1e6bc8d,910.6,2023-05-04T11:58:29
USER849402,69872efb-d51a-47bb-8734-edf903cc7b69,46.35,2024-10-25T10:28:17
USER251205,7d56f06f-c756-436e-8ad7-ef5770241418,128.39,2023-06-14T00:58:29
USER586171,b966448c-8f87-4693-b295-46a1a4ad5918,802.97,2024-09-21T09:17:22
USER381768,e1bc4161-4183-4366-b046-1bdb5c84965e,614.57,2024-08-28T02:17:58
USER184856,e4afef86-c325-49bf-8aa6-e447b0586297,61.8,2024-11-07T00:10:45
USER741495,d8447f75-2d9e-4df5-8027-2b9ba1d8e1e0,911.79,2023-03-27T08:03:37
USER644459,d003b35e-7a8b-42e3-a176-227f78dcba0a,753.33,2023-04-03T08:13:51
USER419955,e2bb530a-8f0f-472b-a0e4-490221aa9e4d,284.34,2024-01-05T16:37:27
USER427771,d4174a68-2d5f-42a3-8be6-19cd01033dc4,872.26,2023-08-24T06:28:01
USER518832,1ade4fa1-7d4e-4477-b58b-e7c5de5dd9f6,200.61,2024-07-14T23:03:25
USER272651,2e9b5ab1-79a9-4d93-8667-9f5afb569e27,730.21,2024-12-10T18:13:15
USER375498,6351e5be-99cf-42b5-86ca-a167f92bb6e0,102.5,2024-10-09T01:48:19
USER994059,afb417a8-4f19-4bd9-8b77-164c833848cf,546.89,2024-02-19T00:26:39
USER094404,7a52193e-cf8d-4b17-8fb8-885cdccbccfa,661.45,2023-07-31T18:32:50
USER579382,fdf3c29f-220d-42d0-88ac-796e3f8ba94e,675.72,2024-05-14T22:59:12
USER728130,a83da021-b5fa-459a-b5e9-1caf88816c32,534.19,2024-07-02T08:26:29
USER485263,578cdee2-a5e0-4065-b713-8b7f457d6f48,572.49,2023-12-06T16:45:16
USER601523,5b8958cb-0986-4bb5-bd58-5e52f4f5d9dc,580.44,2023-11-17T22:03:32
USER579382,38225a54-f678-41f1-87dc-27f20948fd03,370.69,2023-05-12T11:06:24
USER238401,43a2aca8-3dba-4ede-b602-a19374cca05e,902.69,2024-07-02T12:09:27
USER901797,951a56cf-46d9-43e4-8dd7-676dcfacb80e,944.8,2024-01-14T23:40:53
USER014457,93ac3021-5ea3-47db-a3c4-4a7c126239ab,288.02,2024-12-23T21:55:44
USER710175,0cefc6dc-a570-4aa9-82ea-9d27575527e4,77.54,2024-05-23T01:16:58
USER806770,aa5719be-8693-4e0e-a226-2c67ecf8a484,297.48,2024-07-16T11:53:30
USER935973,83c3185c-69b6-4aa6-b813-24f33cd6812e,450.2,2023-04-12T23:54:58
USER768546,cb17d20f-90e4-4fa9-aecf-705755abe8c1,100.11,2023-03-05T21:13:51
USER272651,6b76df71-27df-4d29-a3a2-dc782d5d4da5,486.73,2023-05-26T08:51:35
USER527867,282c19e5-2b9a-4c03-8460-f8768777b9ae,289.71,2023-07-01T22:47:29
USER435144,68284b96-e57b-4478-8064-7a787a7e6059,758.87,2024-02-12T17:28:15
USER768546,ef088281-ba1f-4039-b504-03c9f12f681f,489.55,2024-11-14T17:53:08
USER790313,41f12750-55cb-48d5-894d-f6e546e806d9,203.11,2024-01-26T08:21:12
USER554331,36d092c7-4e6c-4093-bb19-a4a7841c5bd8,593.14,2024-04-01T11:59:18
USER035033,08f77fe3-d860-49a2-8ef5-2a0948c676ac,538.85,2024-04-11T04:35:59
USER806770,feab9fea-d199-4b73-91fb-89b183c8eed9,818.24,2024-04-28T16:40:44
dKGQBR88Ce,034eaa13-2d50-4056-8546-290ef88d5720,727.66,2023-08-11T22:46:51
USER768546,de001f8e-2a36-48aa-82ad-c1b7775b4aa7,564.83,2024-07-13T16:33:40
USER419955,d23fe87f-8e48-4f4a-a842-8a011a431c33,882.85,2023-01-02T07:40:42
USER099068,6bc58755-c355-4e4f-b9ff-8009f2f28031,853.2,2024-08-02T17:13:02
USER179227,94a3d273-c0de-43f3-aabe-8c8721eca0dd,825.26,2023-03-31T05:08:19
USER592306,436b2788-5eb7-445f-b5a2-93f8e6a2555b,848.94,2023-08-04T04:37:28
